"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717246,"2023-07-26",1,"2023-07-26T22:01:45.888Z","2023-07-26T22:01:54.613Z",TRUE,"pitch","b1dafd2a-ea53-463e-a409-196f6c6088e0",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.72,1.77,NA,140.21,181.75,"fly_ball","hard","8",113.36,41.92,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Fernando Tatis Jr. flies out sharply to center fielder Jack Suwinski.",0,2,1,57,"bottom",8,"2023-07-26T22:01:16.565Z","2023-07-26T22:01:54.613Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,665487,"Fernando Tatis Jr.","/api/v1/people/665487","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99,90.5,7,0.91,0.3806,6.3555,33.4719,-18.8302,-9.4764,6.3632,-0.6089,2.1123,6.69,-143.911,-5.7527,-1.7327,50.0046,5.3042,-19.874,42,4.8,24,2286,228,107.3,28,390,NA,NA,NA,TRUE,-17.4,10.6,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717246,"2023-07-26",0,"2023-07-26T22:01:31.405Z","2023-07-26T22:01:35.049Z",TRUE,"pitch","879142de-6de5-49e7-84cf-78eda0226a89",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6719,1.7422,NA,148.63,147.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Fernando Tatis Jr. flies out sharply to center fielder Jack Suwinski.",0,2,1,57,"bottom",8,"2023-07-26T22:01:16.565Z","2023-07-26T22:01:54.613Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,665487,"Fernando Tatis Jr.","/api/v1/people/665487","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.8,76.6,11,0.9,0.4495,6.5756,24.6023,-27.3755,5.9368,3.1933,-0.8298,3.3929,1.249,-121.9929,0.5208,-2.12,50.0036,5.5414,8.924,18,7.2,24,2568,89,NA,NA,NA,NA,NA,NA,FALSE,-32.9,6.1,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717246,"2023-07-26",1,"2023-07-26T22:00:54.400Z","2023-07-26T22:01:05.118Z",TRUE,"pitch","b5eb56a8-e799-4d2a-90f7-ee4549706180",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.38,1.55,NA,122.76,170.84,"popup","medium","2",136.69,215.05,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Pop Out","field_out","Ha-Seong Kim pops out to catcher Endy Rodriguez in foul territory.",0,2,1,56,"bottom",8,"2023-07-26T22:00:23.894Z","2023-07-26T22:01:05.118Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,673490,"Ha-Seong Kim","/api/v1/people/673490","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.8,89.8,5,0.9,0.3844,6.5517,31.4168,-21.0405,-8.4889,5.4087,-0.151,2.5163,7.4578,-142.273,-4.4646,-1.6982,50.0014,5.4322,-17.4709,36,4.8,24,2296,219,83.4,82,27,NA,NA,NA,TRUE,-19.4,9.1,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717246,"2023-07-26",0,"2023-07-26T22:00:38.054Z","2023-07-26T22:00:41.937Z",TRUE,"pitch","c1b8cc9b-25e0-4e08-b627-fdc062360b91",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3204,1.5496,NA,71.56,174.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Pop Out","field_out","Ha-Seong Kim pops out to catcher Endy Rodriguez in foul territory.",0,2,1,56,"bottom",8,"2023-07-26T22:00:23.894Z","2023-07-26T22:01:05.118Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,673490,"Ha-Seong Kim","/api/v1/people/673490","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.1,89,14,0.91,0.386,6.4699,34.8263,-21.1758,-10.6634,5.4032,1.1921,2.3827,11.4751,-142.3022,-4.9166,-1.521,50.0061,5.4877,-21.7183,40.8,6,24,2239,227,NA,NA,NA,NA,NA,NA,FALSE,-19.9,8.9,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717246,"2023-07-26",7,"2023-07-26T21:59:59.816Z","2023-07-26T22:00:08.727Z",TRUE,"pitch","39008413-9f4b-421e-bc9c-59a3eaef0464",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.52,1.73,NA,148.86,163.67,"fly_ball","medium","7",58.27,141.71,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Trent Grisham flies out to left fielder Bryan Reynolds in foul territory.",0,2,1,55,"bottom",8,"2023-07-26T21:57:31.611Z","2023-07-26T22:00:08.727Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98,89,11,0.91,0.3856,6.4123,35.1112,-20.2915,-10.1216,5.8227,-0.8357,2.7818,6.3806,-142.4882,-4.1045,-1.7981,50.0023,5.5362,-20.6502,42,6,24,2193,226,85.8,56,221,NA,NA,NA,TRUE,-18.8,9.8,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717246,"2023-07-26",6,"2023-07-26T21:59:42.152Z","2023-07-26T21:59:46.429Z",TRUE,"pitch","bc31b6a4-f960-4bae-bed8-344d6df8c35d",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.5259,1.5726,NA,191.48,153.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Trent Grisham flies out to left fielder Bryan Reynolds in foul territory.",0,2,1,55,"bottom",8,"2023-07-26T21:57:31.611Z","2023-07-26T22:00:08.727Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.7,76.7,11,0.9,0.4491,6.2106,24.0018,-24.7973,6.9362,4.8955,-1.9538,3.164,-1.2311,-121.9749,-0.3081,-2.3437,50.0025,5.4302,10.4505,22.8,7.2,24,2582,87,NA,NA,NA,NA,NA,NA,FALSE,-29.9,9,-12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717246,"2023-07-26",5,"2023-07-26T21:59:21.456Z","2023-07-26T21:59:25.981Z",TRUE,"pitch","ae2fd550-fade-4282-9029-16ac24880a2a",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.52,1.73,NA,117.94,184.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Trent Grisham flies out to left fielder Bryan Reynolds in foul territory.",0,2,1,55,"bottom",8,"2023-07-26T21:57:31.611Z","2023-07-26T22:00:08.727Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.1,92.1,8,0.91,0.3755,6.4149,31.6098,-19.7372,-10.4514,5.7621,-0.0247,2.0199,8.5579,-145.4368,-6.5211,-1.636,50.0059,5.4733,-22.5688,44.4,6,24,2297,223,NA,NA,NA,NA,NA,NA,FALSE,-17.9,9.4,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717246,"2023-07-26",4,"2023-07-26T21:58:27.118Z","2023-07-26T21:58:31.322Z",TRUE,"pitch","8126948f-49ff-4800-8130-e9531dbc29f9",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.52,1.73,NA,109.19,170.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Trent Grisham flies out to left fielder Bryan Reynolds in foul territory.",0,2,1,55,"bottom",8,"2023-07-26T21:57:31.611Z","2023-07-26T22:00:08.727Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83,76.5,5,0.9,0.4525,6.5051,22.5781,-23.9285,3.7289,5.5489,0.205,2.5344,4.0918,-120.8408,-2.0976,-1.9917,50.0002,5.5064,5.5378,14.4,7.2,24,2518,79,NA,NA,NA,NA,NA,NA,FALSE,-29.6,9.8,-7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717246,"2023-07-26",3,"2023-07-26T21:58:12.373Z","2023-07-26T21:58:16.243Z",TRUE,"pitch","5b6075f8-bc87-4e66-8534-522ed9ad26b9",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,0,NA,NA,3.4574,1.6413,NA,113.81,168.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Trent Grisham flies out to left fielder Bryan Reynolds in foul territory.",0,2,1,55,"bottom",8,"2023-07-26T21:57:31.611Z","2023-07-26T22:00:08.727Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.9,84.3,5,0.92,0.4118,6.107,25.3188,-26.3415,1.1224,3.2456,0.0837,2.5957,4.5292,-132.4501,-3.01,-1.7865,50.0029,5.65,2.0155,6,6,24,2493,172,NA,NA,NA,NA,NA,NA,FALSE,-27.2,5.5,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717246,"2023-07-26",2,"2023-07-26T21:57:52.767Z","2023-07-26T21:57:57.908Z",TRUE,"pitch","413b91ad-ddd9-4276-b234-398abe0f9ec3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.4319,1.6436,NA,119.23,195.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Trent Grisham flies out to left fielder Bryan Reynolds in foul territory.",0,2,1,55,"bottom",8,"2023-07-26T21:57:31.611Z","2023-07-26T22:00:08.727Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,87.9,8,0.89,0.3925,6.5148,31.4275,-22.8935,-11.3243,4.7069,-0.0586,1.5924,9.0353,-139.5482,-6.2773,-1.8672,50.0026,5.3793,-22.3324,39.6,6,24,2158,226,NA,NA,NA,NA,NA,NA,FALSE,-22.3,7.3,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717246,"2023-07-26",1,"2023-07-26T21:57:33.961Z","2023-07-26T21:57:38.428Z",TRUE,"pitch","b4348af3-6d33-427a-94a7-b107dd067568",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.0692,1.5726,NA,154.92,193.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Flyout","field_out","Trent Grisham flies out to left fielder Bryan Reynolds in foul territory.",0,2,1,55,"bottom",8,"2023-07-26T21:57:31.611Z","2023-07-26T22:00:08.727Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.3,83.5,13,0.92,0.4132,6.3367,29.9148,-26.2037,0.2291,3.3576,-0.9948,1.6708,2.3865,-132.851,-5.2142,-1.9365,50.0017,5.5767,0.407,2.4,6,24,2324,198,NA,NA,NA,NA,NA,NA,FALSE,-27.8,5.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717246,"2023-07-26",0,"2023-07-26T21:55:58.019Z","2023-07-26T21:57:33.961Z",FALSE,"action",NA,NA,"Pitching Change: Colin Holderman replaces Carmen Mlodzinski.","Pitching Substitution",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,670059,"/api/v1/people/670059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"55","atBat","Flyout","field_out","Trent Grisham flies out to left fielder Bryan Reynolds in foul territory.",0,2,1,55,"bottom",8,"2023-07-26T21:57:31.611Z","2023-07-26T22:00:08.727Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717246,"2023-07-26",5,"2023-07-26T21:54:40.479Z","2023-07-26T21:54:48.007Z",TRUE,"pitch","fb352512-2459-48e3-9cf3-52be268334a8",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.04,1.49,NA,140.53,191.88,"ground_ball","medium","4",154.82,152.19,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Groundout","field_out","Bryan Reynolds grounds out, second baseman Ha-Seong Kim to first baseman Jake Cronenworth.",0,2,1,54,"top",8,"2023-07-26T21:52:36.668Z","2023-07-26T21:54:48.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Diego Padres",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.4,76.1,7,0.9,0.4571,5.9285,24.0614,-44.3107,-0.9944,-8.3509,-0.6174,1.737,3.1166,-120.0169,-0.7635,-1.8058,50.0038,6.0189,-1.4455,1.2,12,24,2348,14,95,0,46,NA,NA,NA,TRUE,-55.3,-15,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717246,"2023-07-26",4,"2023-07-26T21:54:18.056Z","2023-07-26T21:54:21.341Z",TRUE,"pitch","e6b2ca36-1f4e-4950-b4a8-b33257155469",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.0921,1.412,NA,174.25,201.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Groundout","field_out","Bryan Reynolds grounds out, second baseman Ha-Seong Kim to first baseman Jake Cronenworth.",0,2,1,54,"top",8,"2023-07-26T21:52:36.668Z","2023-07-26T21:54:48.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Diego Padres",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.6,76.2,13,0.84,0.4553,6.0237,22.914,-24.7865,-5.9519,5.039,-1.502,1.3866,2.5438,-120.2196,-5.5604,-1.7995,50.0034,5.9246,-8.728,18,7.2,24,1723,247,NA,NA,NA,NA,NA,NA,FALSE,-31.9,8,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717246,"2023-07-26",2,"2023-07-26T21:53:37.511Z","2023-07-26T21:53:41.673Z",TRUE,"pitch","f866a96b-605b-4442-8f04-e01091d41740",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.0464,1.4579,NA,127.25,199.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Groundout","field_out","Bryan Reynolds grounds out, second baseman Ha-Seong Kim to first baseman Jake Cronenworth.",0,2,1,54,"top",8,"2023-07-26T21:52:36.668Z","2023-07-26T21:54:48.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Diego Padres",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.2,77,8,0.83,0.4488,5.9976,25.6107,-27.8955,-7.1628,2.84,-0.2688,1.4488,5.7653,-122.3497,-5.0137,-1.7326,50.003,5.9339,-10.7889,18,8.4,24,1787,248,NA,NA,NA,NA,NA,NA,FALSE,-34.8,4.1,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717246,"2023-07-26",1,"2023-07-26T21:53:11.203Z","2023-07-26T21:53:16.183Z",TRUE,"pitch","6701c52d-36a6-45a8-9aa5-1e9740610318",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.04,1.49,NA,127.11,188.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Groundout","field_out","Bryan Reynolds grounds out, second baseman Ha-Seong Kim to first baseman Jake Cronenworth.",0,2,1,54,"top",8,"2023-07-26T21:52:36.668Z","2023-07-26T21:54:48.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",607259,"Nick Martinez","/api/v1/people/607259","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Diego Padres",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.9,75.7,8,0.91,0.4595,5.9337,23.2978,-43.3585,0.4537,-7.7736,-0.2653,1.8772,3.431,-119.2763,-0.6429,-1.7824,50.0046,6.0656,0.6519,1.2,12,24,2440,10,NA,NA,NA,NA,NA,NA,FALSE,-54.7,-13.9,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
